d,r,t,e,a,b,n,defect_rad
1218,3,3,406,189,8192,8381,1
1218,3,3,406,14297,16807,31104,1
1218,29,29,42,8,1323,1331,1
1218,47,29,42,8,1323,1331,47
1218,53,29,42,8,1323,1331,53
1218,59,29,42,8,1323,1331,59
1218,61,29,42,8,1323,1331,61
1218,67,29,42,8,1323,1331,67
1218,71,29,42,8,1323,1331,71
1218,73,29,42,8,1323,1331,73
1218,79,29,42,8,1323,1331,79
1218,83,29,42,8,1323,1331,83
1218,89,29,42,8,1323,1331,89
1218,97,29,42,8,1323,1331,97
1218,101,29,42,8,1323,1331,101
1218,103,29,42,8,1323,1331,103
1218,107,29,42,8,1323,1331,107
1218,109,29,42,8,1323,1331,109
1218,113,29,42,8,1323,1331,113
1218,127,29,42,8,1323,1331,127
1224,1,1,1224,9,4904,4913,1
1224,2,2,612,1,4912,4913,1
1224,3,3,408,81,1600,1681,1
1224,3,3,408,125,2187,2312,1
1224,3,3,408,41,2560,2601,1
1224,3,3,408,1025,3888,4913,1
1224,3,3,408,1,6560,6561,1
1224,4,4,306,8,1323,1331,1
1224,4,4,306,243,1088,1331,1
1224,4,4,306,9,2048,2057,1
1224,4,4,306,1,2057,2058,1
1224,4,4,306,11,2176,2187,1
1224,4,4,306,289,2112,2401,1
1224,4,4,306,1024,1377,2401,1
1224,4,4,306,272,2401,2673,1
1224,4,4,306,539,4374,4913,1
1224,4,4,306,1,5831,5832,1
1224,4,4,306,289,6272,6561,1
1224,4,4,306,98,14641,14739,1
1224,6,6,204,1648,4913,6561,1
1224,18,18,68,25,2023,2048,1
1224,71,18,68,25,2023,2048,71
1224,73,18,68,25,2023,2048,73
1224,79,18,68,25,2023,2048,79
1224,83,18,68,25,2023,2048,83
1232,2,2,616,8,1323,1331,1
1232,2,2,616,539,1648,2187,1
1232,2,2,616,103,3993,4096,1
1232,2,2,616,81,12463,12544,1
1232,2,2,616,4032,10609,14641,1
1232,2,2,616,121,16686,16807,1
1232,4,4,308,343,1705,2048,1
1232,4,4,308,11,3125,3136,1
1232,8,8,154,8,1323,1331,1
1232,8,8,154,512,819,1331,1
1232,8,8,154,13,1331,1344,1
1232,8,8,154,21,1331,1352,1
1232,8,8,154,128,1573,1701,1
1232,8,8,154,189,1859,2048,1
1232,8,8,154,343,2816,3159,1
1232,8,8,154,1331,2197,3528,1
1232,8,8,154,363,4096,4459,1
1232,8,8,154,1183,6561,7744,1
1232,8,8,154,1,10647,10648,1
1232,8,8,154,8019,8788,16807,1
1232,14,14,88,81,1250,1331,1
1232,14,14,88,625,2048,2673,1
1232,44,44,28,1,2400,2401,1
1232,47,44,28,1,2400,2401,47
1232,53,44,28,1,2400,2401,53
1232,59,44,28,1,2400,2401,59
1232,61,44,28,1,2400,2401,61
1232,62,44,28,1,2400,2401,31
1232,67,44,28,1,2400,2401,67
1232,71,44,28,1,2400,2401,71
1232,97,14,88,81,1250,1331,97
1232,101,14,88,81,1250,1331,101
1232,103,14,88,81,1250,1331,103
1232,107,14,88,81,1250,1331,107
1232,109,14,88,81,1250,1331,109
1232,113,14,88,81,1250,1331,113
1232,127,14,88,81,1250,1331,127
1240,1,1,1240,575,961,1536,1
1240,1,1,1240,23,2025,2048,1
1240,1,1,1240,8,2875,2883,1
1240,1,1,1240,1,7935,7936,1
1240,1,1,1240,15,16384,16399,1
1240,4,4,310,729,961,1690,1
1240,4,4,310,10,2187,2197,1
1240,4,4,310,128,2197,2325,1
1240,4,4,310,13,3875,3888,1
1240,4,4,310,3125,4563,7688,1
1240,4,4,310,125,32643,32768,1
1240,10,10,124,1,3968,3969,1
1240,31,31,40,1,2400,2401,1
1240,31,31,40,1,4374,4375,1
1240,43,31,40,1,2400,2401,43
1240,47,31,40,1,2400,2401,47
1240,53,31,40,1,2400,2401,53
1240,59,31,40,1,2400,2401,59
1240,61,31,40,1,2400,2401,61
1240,67,31,40,1,2400,2401,67
1240,71,31,40,1,2400,2401,71
1254,1,1,1254,1,1727,1728,1
1254,3,3,418,1,1330,1331,1
1254,3,3,418,8,1323,1331,1
1254,3,3,418,35,1296,1331,1
1254,3,3,418,81,1250,1331,1
1254,3,3,418,400,931,1331,1
1254,3,3,418,456,875,1331,1
1254,3,3,418,19,1331,1350,1
1254,3,3,418,3,1372,1375,1
1254,3,3,418,7,1368,1375,1
1254,3,3,418,121,1323,1444,1
1254,3,3,418,5,1458,1463,1
1254,3,3,418,189,1331,1520,1
1254,3,3,418,605,931,1536,1
1254,3,3,418,539,1000,1539,1
1254,3,3,418,1,1539,1540,1
1254,3,3,418,176,1539,1715,1
1254,3,3,418,384,1331,1715,1
1254,3,3,418,77,1728,1805,1
1254,3,3,418,361,1575,1936,1
1254,3,3,418,19,1925,1944,1
1254,3,3,418,243,1805,2048,1
1254,3,3,418,49,2250,2299,1
1254,3,3,418,112,2187,2299,1
1254,3,3,418,5,2299,2304,1
1254,3,3,418,1,2375,2376,1
1254,3,3,418,1,2400,2401,1
1254,3,3,418,25,2376,2401,1
1254,3,3,418,121,2280,2401,1
1254,3,3,418,729,1672,2401,1
1254,3,3,418,1026,1375,2401,1
1254,3,3,418,19,2401,2420,1
1254,3,3,418,245,2187,2432,1
1254,3,3,418,99,2401,2500,1
1254,3,3,418,27,2500,2527,1
1254,3,3,418,1152,1375,2527,1
1254,3,3,418,19,2541,2560,1
1254,3,3,418,33,2527,2560,1
1254,3,3,418,135,2527,2662,1
1254,3,3,418,475,2187,2662,1
1254,3,3,418,625,2048,2673,1
1254,3,3,418,441,2375,2816,1
1254,3,3,418,19,2816,2835,1
1254,3,3,418,1,3024,3025,1
1254,3,3,418,38,3087,3125,1
1254,3,3,418,209,2916,3125,1
1254,3,3,418,693,2432,3125,1
1254,3,3,418,1,3135,3136,1
1254,3,3,418,11,3125,3136,1
1254,3,3,418,1331,1805,3136,1
1254,3,3,418,49,3200,3249,1
1254,3,3,418,224,3025,3249,1
1254,3,3,418,209,3375,3584,1
1254,3,3,418,343,3267,3610,1
1254,3,3,418,125,3648,3773,1
1254,3,3,418,128,3645,3773,1
1254,3,3,418,648,3125,3773,1
1254,3,3,418,27,3773,3800,1
1254,3,3,418,625,3344,3969,1
1254,3,3,418,2,3969,3971,1
1254,3,3,418,7,3993,4000,1
1254,3,3,418,1701,2299,4000,1
1254,3,3,418,125,3971,4096,1
1254,3,3,418,847,3249,4096,1
1254,3,3,418,2048,2187,4235,1
1254,3,3,418,1,4374,4375,1
1254,3,3,418,19,4356,4375,1
1254,3,3,418,242,4375,4617,1
1254,3,3,418,1029,3971,5000,1
1254,3,3,418,7,5625,5632,1
1254,3,3,418,1,5775,5776,1
1254,3,3,418,2401,3375,5776,1
1254,3,3,418,304,5625,5929,1
1254,3,3,418,19,6125,6144,1
1254,3,3,418,44,6517,6561,1
1254,3,3,418,55,6804,6859,1
1254,3,3,418,784,6075,6859,1
1254,3,3,418,1,6859,6860,1
1254,3,3,418,16,6859,6875,1
1254,3,3,418,625,6272,6897,1
1254,3,3,418,513,6655,7168,1
1254,3,3,418,1331,6250,7581,1
1254,3,3,418,49,7695,7744,1
1254,3,3,418,19,8000,8019,1
1254,3,3,418,2464,6561,9025,1
1254,3,3,418,1125,8192,9317,1
1254,3,3,418,1,9800,9801,1
1254,3,3,418,1,10240,10241,1
1254,3,3,418,125,10648,10773,1
1254,3,3,418,1331,9604,10935,1
1254,3,3,418,32,11875,11907,1
1254,3,3,418,2375,9604,11979,1
1254,3,3,418,5120,6859,11979,1
1254,3,3,418,243,13475,13718,1
1254,3,3,418,49,14592,14641,1
1254,3,3,418,729,14896,15625,1
1254,3,3,418,49,16335,16384,1
1254,3,3,418,2166,14641,16807,1
1254,3,3,418,3584,14641,18225,1
1254,3,3,418,475,19208,19683,1
1254,3,3,418,5225,16384,21609,1
1254,3,3,418,1375,20577,21952,1
1254,3,3,418,50,41503,41553,1
1254,3,3,418,19,43904,43923,1
1254,3,3,418,11552,34375,45927,1
1254,19,19,66,243,1088,1331,1
1254,19,19,66,9,2048,2057,1
1254,19,19,66,11,2176,2187,1
1254,71,19,66,243,1088,1331,71
1254,71,19,66,9,2048,2057,71
1254,71,19,66,11,2176,2187,71
1254,73,19,66,243,1088,1331,73
1254,73,19,66,9,2048,2057,73
1254,73,19,66,11,2176,2187,73
1254,79,19,66,243,1088,1331,79
1254,79,19,66,9,2048,2057,79
1254,79,19,66,11,2176,2187,79
1254,83,19,66,243,1088,1331,83
1254,83,19,66,9,2048,2057,83
1254,89,19,66,243,1088,1331,89
1254,97,19,66,243,1088,1331,97
1254,101,19,66,243,1088,1331,101
1254,103,19,66,243,1088,1331,103
1254,107,19,66,243,1088,1331,107
1254,109,19,66,243,1088,1331,109
1254,113,19,66,243,1088,1331,113
1254,127,19,66,243,1088,1331,127
1254,131,19,66,243,1088,1331,131
1260,1,1,1260,1,2400,2401,1
1260,1,1,1260,631,2744,3375,1
1260,1,1,1260,1,4374,4375,1
1260,2,2,630,49,1215,1264,1
1260,2,2,630,395,1792,2187,1
1260,2,2,630,25,2187,2212,1
1260,2,2,630,1,2400,2401,1
1260,2,2,630,225,3871,4096,1
1260,2,2,630,1,4374,4375,1
1260,2,2,630,2401,3840,6241,1
1260,2,2,630,9,6241,6250,1
1260,2,2,630,1,6399,6400,1
1260,2,2,630,320,6241,6561,1
1260,2,2,630,1,13824,13825,1
1260,2,2,630,316,15309,15625,1
1260,3,3,420,27,1688,1715,1
1260,3,3,420,875,1024,1899,1
1260,3,3,420,1,2400,2401,1
1260,3,3,420,1,3375,3376,1
1260,3,3,420,1055,2401,3456,1
1260,3,3,420,844,3125,3969,1
1260,3,3,420,1,4374,4375,1
1260,5,5,252,127,3969,4096,1
1260,5,5,252,1,16128,16129,1
1260,6,6,210,2,1323,1325,1
1260,6,6,210,243,1325,1568,1
1260,6,6,210,5,1696,1701,1
1260,6,6,210,53,2187,2240,1
1260,6,6,210,1,2400,2401,1
1260,6,6,210,16,2385,2401,1
1260,6,6,210,159,2401,2560,1
1260,6,6,210,5,2592,2597,1
1260,6,6,210,9,2800,2809,1
1260,6,6,210,784,2025,2809,1
1260,6,6,210,53,3072,3125,1
1260,6,6,210,1,4374,4375,1
1260,6,6,210,7,5618,5625,1
1260,6,6,210,625,5936,6561,1
1260,6,6,210,64,6561,6625,1
1260,6,6,210,2809,12500,15309,1
1260,6,6,210,20,19663,19683,1
1260,7,7,180,625,896,1521,1
1260,7,7,180,729,896,1625,1
1260,7,7,180,13,1715,1728,1
1260,7,7,180,10,2187,2197,1
1260,7,7,180,405,1792,2197,1
1260,7,7,180,972,1225,2197,1
1260,7,7,180,8,2197,2205,1
1260,7,7,180,1,2400,2401,1
1260,7,7,180,875,2197,3072,1
1260,7,7,180,1,4095,4096,1
1260,7,7,180,256,3969,4225,1
1260,7,7,180,1,4374,4375,1
1260,7,7,180,2401,4160,6561,1
1260,7,7,180,1183,8192,9375,1
1260,7,7,180,9,10976,10985,1
1260,7,7,180,1625,16807,18432,1
1260,7,7,180,243,21632,21875,1
1260,14,14,90,23,2025,2048,1
1260,18,18,70,1,2400,2401,1
1260,18,18,70,1,4374,4375,1
1260,30,30,42,8,1323,1331,1
1260,45,45,28,1,2400,2401,1
1260,47,30,42,8,1323,1331,47
1260,47,45,28,1,2400,2401,47
1260,53,30,42,8,1323,1331,53
1260,53,45,28,1,2400,2401,53
1260,59,30,42,8,1323,1331,59
1260,59,45,28,1,2400,2401,59
1260,61,30,42,8,1323,1331,61
1260,61,45,28,1,2400,2401,61
1260,67,30,42,8,1323,1331,67
1260,67,45,28,1,2400,2401,67
1260,71,30,42,8,1323,1331,71
1260,71,45,28,1,2400,2401,71
1260,73,18,70,1,2400,2401,73
1260,73,30,42,8,1323,1331,73
1260,73,45,28,1,2400,2401,73
1260,79,30,42,8,1323,1331,79
1260,83,30,42,8,1323,1331,83
1260,89,30,42,8,1323,1331,89
1260,94,30,42,8,1323,1331,47
1260,97,30,42,8,1323,1331,97
1260,101,30,42,8,1323,1331,101
1260,103,30,42,8,1323,1331,103
1260,106,30,42,8,1323,1331,53
1260,107,30,42,8,1323,1331,107
1260,109,30,42,8,1323,1331,109
1260,113,30,42,8,1323,1331,113
1260,118,30,42,8,1323,1331,59
1260,122,30,42,8,1323,1331,61
1260,127,30,42,8,1323,1331,127
1260,131,30,42,8,1323,1331,131
1280,32,32,40,1,2400,2401,1
1280,32,32,40,1,4374,4375,1
1280,43,32,40,1,2400,2401,43
1280,47,32,40,1,2400,2401,47
1280,53,32,40,1,2400,2401,53
1280,59,32,40,1,2400,2401,59
1280,61,32,40,1,2400,2401,61
1280,67,32,40,1,2400,2401,67
1280,71,32,40,1,2400,2401,71
1280,73,32,40,1,2400,2401,73
1288,1,1,1288,43,1280,1323,1
1288,1,1,1288,161,1215,1376,1
1288,1,1,1288,215,1372,1587,1
1288,1,1,1288,512,1075,1587,1
1288,1,1,1288,128,1587,1715,1
1288,1,1,1288,243,1472,1715,1
1288,1,1,1288,9,1840,1849,1
1288,1,1,1288,49,1800,1849,1
1288,1,1,1288,400,1449,1849,1
1288,1,1,1288,729,1120,1849,1
1288,1,1,1288,14,1849,1863,1
1288,1,1,1288,23,2025,2048,1
1288,1,1,1288,9,2107,2116,1
1288,1,1,1288,80,2107,2187,1
1288,1,1,1288,405,1849,2254,1
1288,1,1,1288,1,2400,2401,1
1288,1,1,1288,552,1849,2401,1
1288,1,1,1288,1,2645,2646,1
1288,1,1,1288,43,2645,2688,1
1288,1,1,1288,64,2645,2709,1
1288,1,1,1288,688,2187,2875,1
1288,1,1,1288,768,2107,2875,1
1288,1,1,1288,49,3125,3174,1
1288,1,1,1288,256,3125,3381,1
1288,1,1,1288,23,3675,3698,1
1288,1,1,1288,5,3698,3703,1
1288,1,1,1288,529,3440,3969,1
1288,1,1,1288,1,4374,4375,1
1288,1,1,1288,1978,3125,5103,1
1288,1,1,1288,1,5375,5376,1
1288,1,1,1288,621,5504,6125,1
1288,1,1,1288,161,6400,6561,1
1288,1,1,1288,2401,5375,7776,1
1288,1,1,1288,989,7203,8192,1
1288,1,1,1288,2645,5547,8192,1
1288,1,1,1288,1849,6615,8464,1
1288,1,1,1288,16,9245,9261,1
1288,1,1,1288,2560,7889,10449,1
1288,1,1,1288,2401,9375,11776,1
1288,1,1,1288,162,12005,12167,1
1288,1,1,1288,2625,12167,14792,1
1288,1,1,1288,1075,15309,16384,1
1288,1,1,1288,8192,8575,16767,1
1288,1,1,1288,40,16767,16807,1
1288,1,1,1288,2875,13932,16807,1
1288,1,1,1288,2401,15824,18225,1
1288,1,1,1288,1,25920,25921,1
1288,1,1,1288,2,42525,42527,1
1288,1,1,1288,125,50176,50301,1
1288,1,1,1288,301,50000,50301,1
1288,1,1,1288,21952,49923,71875,1
1288,1,1,1288,14375,90601,104976,1
1288,1,1,1288,128,109375,109503,1
1288,1,1,1288,1,118335,118336,1
1288,1,1,1288,1376,117649,119025,1
1288,1,1,1288,81,134375,134456,1
1288,2,2,644,49,4864,4913,1
1288,46,46,28,1,2400,2401,1
1288,47,46,28,1,2400,2401,47
1288,53,46,28,1,2400,2401,53
1288,59,46,28,1,2400,2401,59
1288,61,46,28,1,2400,2401,61
1288,62,46,28,1,2400,2401,31
1288,67,46,28,1,2400,2401,67
1288,71,46,28,1,2400,2401,71
1288,73,46,28,1,2400,2401,73
1288,74,46,28,1,2400,2401,37
1292,17,17,76,1024,2187,3211,1
1292,19,19,68,25,2023,2048,1
1292,71,19,68,25,2023,2048,71
1292,73,19,68,25,2023,2048,73
1292,79,19,68,25,2023,2048,79
1292,83,19,68,25,2023,2048,83
1296,1,1,1296,512,3481,3993,1
1296,2,2,648,10,2187,2197,1
1296,3,3,432,1,3968,3969,1
1296,12,12,108,81,1250,1331,1
1296,12,12,108,625,2048,2673,1
1296,113,12,108,81,1250,1331,113
1296,127,12,108,81,1250,1331,127
1296,131,12,108,81,1250,1331,131
1302,1,1,1302,1,3968,3969,1
1302,7,7,186,1,1457,1458,1
1302,31,31,42,8,1323,1331,1
1302,47,31,42,8,1323,1331,47
1302,53,31,42,8,1323,1331,53
1302,59,31,42,8,1323,1331,59
1302,61,31,42,8,1323,1331,61
1302,67,31,42,8,1323,1331,67
1302,71,31,42,8,1323,1331,71
1302,73,31,42,8,1323,1331,73
1302,79,31,42,8,1323,1331,79
1302,83,31,42,8,1323,1331,83
1302,89,31,42,8,1323,1331,89
1302,97,31,42,8,1323,1331,97
1302,101,31,42,8,1323,1331,101
1302,103,31,42,8,1323,1331,103
1302,107,31,42,8,1323,1331,107
1302,109,31,42,8,1323,1331,109
1302,113,31,42,8,1323,1331,113
1302,127,31,42,8,1323,1331,127
1302,131,31,42,8,1323,1331,131
1316,2,2,658,8,1323,1331,1
1316,2,2,658,15,1316,1331,1
1316,2,2,658,35,1296,1331,1
1316,2,2,658,81,1250,1331,1
1316,2,2,658,3,1372,1375,1
1316,2,2,658,49,1551,1600,1
1316,2,2,658,384,1331,1715,1
1316,2,2,658,235,1701,1936,1
1316,2,2,658,784,1331,2115,1
1316,2,2,658,4,2205,2209,1
1316,2,2,658,9,2200,2209,1
1316,2,2,658,22,2187,2209,1
1316,2,2,658,49,2160,2209,1
1316,2,2,658,625,1584,2209,1
1316,2,2,658,1089,1120,2209,1
1316,2,2,658,125,2178,2303,1
1316,2,2,658,972,1331,2303,1
1316,2,2,658,1,2303,2304,1
1316,2,2,658,1,2400,2401,1
1316,2,2,658,25,2376,2401,1
1316,2,2,658,192,2209,2401,1
1316,2,2,658,376,2025,2401,1
1316,2,2,658,99,2401,2500,1
1316,2,2,658,7,2585,2592,1
1316,2,2,658,625,2048,2673,1
1316,2,2,658,486,2209,2695,1
1316,2,2,658,1331,1504,2835,1
1316,2,2,658,1,3024,3025,1
1316,2,2,658,64,2961,3025,1
1316,2,2,658,47,3025,3072,1
1316,2,2,658,11,3125,3136,1
1316,2,2,658,1375,2209,3584,1
1316,2,2,658,128,3645,3773,1
1316,2,2,658,648,3125,3773,1
1316,2,2,658,1760,2209,3969,1
1316,2,2,658,7,3993,4000,1
1316,2,2,658,2048,2187,4235,1
1316,2,2,658,1,4374,4375,1
1316,2,2,658,1331,3087,4418,1
1316,2,2,658,7,5625,5632,1
1316,2,2,658,567,5120,5687,1
1316,2,2,658,2187,3500,5687,1
1316,2,2,658,243,5632,5875,1
1316,2,2,658,1024,4851,5875,1
1316,2,2,658,54,5875,5929,1
1316,2,2,658,686,5875,6561,1
1316,2,2,658,28,6627,6655,1
1316,2,2,658,94,6561,6655,1
1316,2,2,658,1225,5687,6912,1
1316,2,2,658,33,8192,8225,1
1316,2,2,658,1125,8192,9317,1
1316,2,2,658,539,8836,9375,1
1316,2,2,658,1,9800,9801,1
1316,2,2,658,1331,9604,10935,1
1316,2,2,658,1175,9801,10976,1
1316,2,2,658,1728,9317,11045,1
1316,2,2,658,329,10935,11264,1
1316,2,2,658,27,12005,12032,1
1316,2,2,658,125,11907,12032,1
1316,2,2,658,343,12032,12375,1
1316,2,2,658,235,14406,14641,1
1316,2,2,658,25,15463,15488,1
1316,2,2,658,162,15463,15625,1
1316,2,2,658,121,16000,16121,1
1316,2,2,658,49,16335,16384,1
1316,2,2,658,2209,14175,16384,1
1316,2,2,658,423,16384,16807,1
1316,2,2,658,6655,10152,16807,1
1316,2,2,658,1375,16121,17496,1
1316,2,2,658,3125,14641,17766,1
1316,2,2,658,3584,14641,18225,1
1316,2,2,658,47,24010,24057,1
1316,2,2,658,7,24057,24064,1
1316,2,2,658,1,24299,24300,1
1316,2,2,658,28,29375,29403,1
1316,2,2,658,6561,24064,30625,1
1316,2,2,658,112,34263,34375,1
1316,2,2,658,3,48125,48128,1
1316,47,47,28,1,2400,2401,1
1316,53,47,28,1,2400,2401,53
1316,59,47,28,1,2400,2401,59
1316,61,47,28,1,2400,2401,61
1316,67,47,28,1,2400,2401,67
1316,71,47,28,1,2400,2401,71
1316,73,47,28,1,2400,2401,73
1320,1,1,1320,9,1322,1331,1
1320,1,1,1320,81,1250,1331,1
1320,1,1,1320,625,2048,2673,1
1320,1,1,1320,625,5324,5949,1
1320,1,1,1320,729,7271,8000,1
1320,2,2,660,81,1250,1331,1
1320,2,2,660,331,1000,1331,1
1320,2,2,660,324,1331,1655,1
1320,2,2,660,25,2648,2673,1
1320,2,2,660,625,2048,2673,1
1320,2,2,660,331,3125,3456,1
1320,2,2,660,4,3641,3645,1
1320,2,2,660,256,8019,8275,1
1320,2,2,660,1,32768,32769,1
1320,3,3,440,128,1445,1573,1
1320,3,3,440,289,1375,1664,1
1320,3,3,440,845,1331,2176,1
1320,3,3,440,1,6655,6656,1
1320,4,4,330,3,1328,1331,1
1320,4,4,330,81,1250,1331,1
1320,4,4,330,83,1375,1458,1
1320,4,4,330,27,2048,2075,1
1320,4,4,330,625,2048,2673,1
1320,4,4,330,747,3125,3872,1
1320,4,4,330,2187,3125,5312,1
1320,4,4,330,25,8192,8217,1
1320,4,4,330,13778,15625,29403,1
1320,5,5,264,8,1323,1331,1
1320,5,5,264,121,1323,1444,1
1320,5,5,264,112,2187,2299,1
1320,5,5,264,729,1672,2401,1
1320,5,5,264,2,3969,3971,1
1320,5,5,264,847,3249,4096,1
1320,5,5,264,44,6517,6561,1
1320,5,5,264,49,14592,14641,1
1320,5,5,264,2166,14641,16807,1
1320,6,6,220,81,1250,1331,1
1320,6,6,220,1,1331,1332,1
1320,6,6,220,640,729,1369,1
1320,6,6,220,6,1369,1375,1
1320,6,6,220,625,2048,2673,1
1320,6,6,220,1331,1369,2700,1
1320,6,6,220,128,2997,3125,1
1320,6,6,220,11,4096,4107,1
1320,6,6,220,1936,4625,6561,1
1320,6,6,220,37,6875,6912,1
1320,6,6,220,1369,14256,15625,1
1320,10,10,132,1331,4096,5427,1
1320,11,11,120,375,3721,4096,1
1320,11,11,120,9,15616,15625,1
1320,12,12,110,11,3125,3136,1
1320,15,15,88,81,1250,1331,1
1320,15,15,88,625,2048,2673,1
1320,20,20,66,243,1088,1331,1
1320,20,20,66,9,2048,2057,1
1320,20,20,66,11,2176,2187,1
1320,33,33,40,1,2400,2401,1
1320,33,33,40,1,4374,4375,1
1320,43,33,40,1,2400,2401,43
1320,47,33,40,1,2400,2401,47
1320,53,33,40,1,2400,2401,53
1320,59,33,40,1,2400,2401,59
1320,61,33,40,1,2400,2401,61
1320,67,33,40,1,2400,2401,67
1320,71,20,66,243,1088,1331,71
1320,71,20,66,9,2048,2057,71
1320,71,20,66,11,2176,2187,71
1320,71,33,40,1,2400,2401,71
1320,73,20,66,243,1088,1331,73
1320,73,20,66,9,2048,2057,73
1320,73,20,66,11,2176,2187,73
1320,73,33,40,1,2400,2401,73
1320,79,20,66,243,1088,1331,79
1320,79,20,66,9,2048,2057,79
1320,79,20,66,11,2176,2187,79
1320,83,20,66,243,1088,1331,83
1320,83,20,66,9,2048,2057,83
1320,83,20,66,11,2176,2187,83
1320,89,20,66,243,1088,1331,89
1320,89,20,66,9,2048,2057,89
1320,97,15,88,81,1250,1331,97
1320,97,20,66,243,1088,1331,97
1320,101,15,88,81,1250,1331,101
1320,101,20,66,243,1088,1331,101
1320,103,15,88,81,1250,1331,103
1320,103,20,66,243,1088,1331,103
1320,107,15,88,81,1250,1331,107
1320,107,20,66,243,1088,1331,107
1320,109,15,88,81,1250,1331,109
1320,109,20,66,243,1088,1331,109
1320,113,15,88,81,1250,1331,113
1320,113,20,66,243,1088,1331,113
1320,127,15,88,81,1250,1331,127
1320,127,20,66,243,1088,1331,127
1320,131,15,88,81,1250,1331,131
1320,131,20,66,243,1088,1331,131
1320,137,15,88,81,1250,1331,137
1320,137,20,66,243,1088,1331,137
1326,1,1,1326,459,2197,2656,1
1326,3,3,442,17,1352,1369,1
1326,3,3,442,8,1369,1377,1
1326,17,17,78,10,2187,2197,1
1326,83,17,78,10,2187,2197,83
1330,1,1,1330,1,1368,1369,1
1330,1,1,1330,19,1350,1369,1
1330,1,1,1330,25,1344,1369,1
1330,1,1,1330,144,1225,1369,1
1330,1,1,1330,343,1026,1369,1
1330,1,1,1330,361,1008,1369,1
1330,1,1,1330,640,729,1369,1
1330,1,1,1330,3,1369,1372,1
1330,1,1,1330,56,1369,1425,1
1330,1,1,1330,75,1369,1444,1
1330,1,1,1330,259,1280,1539,1
1330,1,1,1330,8,1805,1813,1
1330,1,1,1330,243,1805,2048,1
1330,1,1,1330,333,1715,2048,1
1330,1,1,1330,343,2025,2368,1
1330,1,1,1330,7,2368,2375,1
1330,1,1,1330,1,2400,2401,1
1330,1,1,1330,625,1776,2401,1
1330,1,1,1330,245,2187,2432,1
1330,1,1,1330,27,2500,2527,1
1330,1,1,1330,343,2432,2775,1
1330,1,1,1330,625,2187,2812,1
1330,1,1,1330,38,3087,3125,1
1330,1,1,1330,128,2997,3125,1
1330,1,1,1330,361,2775,3136,1
1330,1,1,1330,49,3200,3249,1
1330,1,1,1330,19,3626,3645,1
1330,1,1,1330,1813,2187,4000,1
1330,1,1,1330,1,4374,4375,1
1330,1,1,1330,8,4617,4625,1
1330,1,1,1330,81,4655,4736,1
1330,1,1,1330,361,4375,4736,1
1330,1,1,1330,185,4617,4802,1
1330,1,1,1330,1805,2997,4802,1
1330,1,1,1330,1,5624,5625,1
1330,1,1,1330,1369,4256,5625,1
1330,1,1,1330,2401,3375,5776,1
1330,1,1,1330,19,6125,6144,1
1330,1,1,1330,37,6480,6517,1
1330,1,1,1330,14,6845,6859,1
1330,1,1,1330,384,6475,6859,1
1330,1,1,1330,784,6075,6859,1
1330,1,1,1330,1,6859,6860,1
1330,1,1,1330,245,6859,7104,1
1330,1,1,1330,931,6845,7776,1
1330,1,1,1330,133,8192,8325,1
1330,1,1,1330,361,8214,8575,1
1330,1,1,1330,4625,5103,9728,1
1330,1,1,1330,32,11875,11907,1
1330,1,1,1330,5832,6859,12691,1
1330,1,1,1330,4096,9261,13357,1
1330,1,1,1330,729,14896,15625,1
1330,1,1,1330,2268,13357,15625,1
1330,1,1,1330,768,16807,17575,1
1330,1,1,1330,475,19208,19683,1
1330,1,1,1330,1,19683,19684,1
1330,1,1,1330,1369,19208,20577,1
1330,1,1,1330,6327,15625,21952,1
1330,1,1,1330,21,23104,23125,1
1330,1,1,1330,37,32768,32805,1
1330,1,1,1330,11875,25088,36963,1
1330,1,1,1330,10125,37888,48013,1
1330,1,1,1330,28,50625,50653,1
1330,1,1,1330,8000,50653,58653,1
1330,7,7,190,243,1805,2048,1
1330,19,19,70,1,2400,2401,1
1330,19,19,70,1,4374,4375,1
1330,73,19,70,1,2400,2401,73
1344,1,1,1344,673,1728,2401,1
1344,3,3,448,1,2400,2401,1
1344,3,3,448,1,4374,4375,1
1344,8,8,168,5,1372,1377,1
1344,8,8,168,625,833,1458,1
1344,8,8,168,1,1700,1701,1
1344,8,8,168,256,1445,1701,1
1344,8,8,168,2,2023,2025,1
1344,8,8,168,25,2023,2048,1
1344,8,8,168,833,1215,2048,1
1344,8,8,168,125,2187,2312,1
1344,8,8,168,1,2400,2401,1
1344,8,8,168,225,2176,2401,1
1344,8,8,168,1024,1377,2401,1
1344,8,8,168,1,2499,2500,1
1344,8,8,168,200,2401,2601,1
1344,8,8,168,343,3125,3468,1
1344,8,8,168,459,3125,3584,1
1344,8,8,168,35,4096,4131,1
1344,8,8,168,1,4374,4375,1
1344,8,8,168,17,5103,5120,1
1344,8,8,168,1,5831,5832,1
1344,8,8,168,289,6272,6561,1
1344,8,8,168,3087,4913,8000,1
1344,8,8,168,68,16807,16875,1
1344,48,48,28,1,2400,2401,1
1344,53,48,28,1,2400,2401,53
1344,59,48,28,1,2400,2401,59
1344,61,48,28,1,2400,2401,61
1344,62,48,28,1,2400,2401,31
1344,67,48,28,1,2400,2401,67
1344,71,48,28,1,2400,2401,71
