U,V,d,su1,su2,su3,su4,su5,sv1,sv2,sv3,sv4,sv5,r,t,e,a,b,n
64,21,218,126,0,0,0,0,128,64,0,0,0,1,1,218,128,147,275
64,27,85,81,0,0,0,0,48,0,0,0,0,1,1,85,64,81,145
64,49,198,126,0,0,0,0,128,0,0,0,0,1,1,198,128,147,275
64,81,85,81,0,0,0,0,64,0,0,0,0,1,1,85,64,81,145
64,125,147,125,0,0,0,0,64,0,0,0,0,1,1,147,64,125,189
64,125,159,125,0,0,0,0,64,0,0,0,0,1,1,159,64,125,189
64,147,198,126,0,0,0,0,128,128,0,0,0,1,1,198,128,147,275
69,7,208,49,49,0,0,0,138,0,0,0,0,1,1,208,276,49,325
70,3,219,3,9,9,0,0,140,0,0,0,0,1,1,219,280,9,289
72,7,55,49,49,0,0,0,36,0,0,0,0,1,1,55,72,49,121
72,7,97,49,49,0,0,0,36,0,0,0,0,1,1,97,72,49,121
72,7,110,98,98,0,0,0,72,0,0,0,0,2,2,55,72,49,121
72,49,77,49,49,0,0,0,72,0,0,0,0,1,1,77,72,49,121
75,4,117,32,64,0,0,0,75,0,0,0,0,1,1,117,225,64,289
75,4,119,32,64,0,0,0,75,0,0,0,0,1,1,119,225,64,289
75,4,219,32,64,0,0,0,75,0,0,0,0,1,1,219,225,64,289
75,16,204,32,64,0,0,0,150,0,0,0,0,1,1,204,225,64,289
76,7,85,49,49,0,0,0,38,0,0,0,0,1,1,85,76,49,125
77,3,90,48,48,0,0,0,77,0,0,0,0,1,1,90,77,48,125
81,2,53,40,0,0,0,0,27,0,0,0,0,1,1,53,81,40,121
81,2,55,40,0,0,0,0,27,0,0,0,0,1,1,55,81,40,121
81,2,106,80,0,0,0,0,54,0,0,0,0,2,2,53,81,40,121
81,2,110,80,0,0,0,0,54,0,0,0,0,2,2,55,81,40,121
81,2,143,88,0,0,0,0,27,0,0,0,0,1,1,143,81,88,169
81,4,85,64,0,0,0,0,27,0,0,0,0,1,1,85,81,64,145
81,4,88,40,0,0,0,0,54,0,0,0,0,1,1,88,81,40,121
81,4,110,40,0,0,0,0,54,0,0,0,0,1,1,110,81,40,121
81,4,130,88,0,0,0,0,54,0,0,0,0,1,1,130,81,88,169
81,4,154,88,0,0,0,0,54,0,0,0,0,1,1,154,81,88,169
81,4,203,164,0,0,0,0,81,0,0,0,0,1,1,203,81,164,245
81,5,86,40,0,0,0,0,81,0,0,0,0,1,1,86,81,40,121
81,5,136,100,0,0,0,0,81,0,0,0,0,1,1,136,243,125,368
81,5,184,100,0,0,0,0,81,0,0,0,0,1,1,184,243,125,368
81,7,170,119,0,0,0,0,81,0,0,0,0,1,1,170,81,119,200
81,7,200,175,0,0,0,0,81,0,0,0,0,1,1,200,81,175,256
81,8,143,88,0,0,0,0,81,0,0,0,0,1,1,143,81,88,169
81,11,90,44,0,0,0,0,81,0,0,0,0,1,1,90,81,44,125
81,11,180,143,0,0,0,0,81,0,0,0,0,1,1,180,81,143,224
81,16,221,208,0,0,0,0,81,0,0,0,0,1,1,221,81,208,289
81,20,86,40,0,0,0,0,54,81,0,0,0,1,1,86,81,40,121
81,25,182,100,0,0,0,0,162,0,0,0,0,1,1,182,243,125,368
81,25,194,175,0,0,0,0,81,0,0,0,0,1,1,194,81,175,256
81,25,196,175,0,0,0,0,81,0,0,0,0,1,1,196,81,175,256
81,25,224,175,0,0,0,0,81,0,0,0,0,1,1,224,81,175,256
81,64,85,64,0,0,0,0,81,0,0,0,0,1,1,85,81,64,145
81,169,170,169,0,0,0,0,81,0,0,0,0,1,1,170,81,169,250
81,175,184,175,0,0,0,0,81,81,0,0,0,1,1,184,81,175,256
81,175,214,175,0,0,0,0,81,81,0,0,0,1,1,214,81,175,256
87,16,180,32,64,0,0,0,174,0,0,0,0,1,1,180,261,64,325
89,4,210,32,0,0,0,0,178,0,0,0,0,1,1,210,445,32,477
96,5,53,25,25,0,0,0,48,0,0,0,0,1,1,53,96,25,121
96,5,106,50,50,0,0,0,96,0,0,0,0,2,2,53,96,25,121
97,7,144,49,0,0,0,0,97,0,0,0,0,1,1,144,194,49,243
98,5,201,145,145,0,0,0,98,0,0,0,0,1,1,201,98,145,243
99,2,153,32,32,0,0,0,99,0,0,0,0,1,1,153,495,32,527
100,3,152,6,9,0,0,0,100,0,0,0,0,1,1,152,200,9,209
100,7,219,189,189,0,0,0,100,0,0,0,0,1,1,219,100,189,289
100,13,163,143,143,0,0,0,100,0,0,0,0,1,1,163,100,143,243
105,16,104,64,64,64,0,0,70,0,0,0,0,1,1,104,105,64,169
106,3,63,63,63,0,0,0,53,0,0,0,0,1,1,63,106,63,169
106,3,126,126,126,0,0,0,106,0,0,0,0,2,2,63,106,63,169
107,3,138,138,0,0,0,0,107,0,0,0,0,1,1,138,107,138,245
109,5,132,25,0,0,0,0,109,0,0,0,0,1,1,132,218,25,243
112,3,77,9,9,0,0,0,56,0,0,0,0,1,1,77,112,9,121
112,3,184,54,81,0,0,0,112,0,0,0,0,1,1,184,448,81,529
115,128,151,128,128,0,0,0,115,0,0,0,0,1,1,151,115,128,243
116,3,65,9,9,0,0,0,58,0,0,0,0,1,1,65,116,9,125
117,2,45,8,8,0,0,0,39,0,0,0,0,1,1,45,117,8,125
117,2,90,16,16,0,0,0,78,0,0,0,0,2,2,45,117,8,125
117,4,110,8,8,0,0,0,78,0,0,0,0,1,1,110,117,8,125
121,5,144,135,0,0,0,0,121,0,0,0,0,1,1,144,121,135,256
121,5,166,135,0,0,0,0,121,0,0,0,0,1,1,166,121,135,256
121,7,168,168,0,0,0,0,121,0,0,0,0,1,1,168,121,168,289
121,27,140,54,0,0,0,0,121,0,0,0,0,1,1,140,121,54,175
121,27,188,135,0,0,0,0,121,0,0,0,0,1,1,188,121,135,256
121,27,190,135,0,0,0,0,121,0,0,0,0,1,1,190,121,135,256
121,135,146,135,0,0,0,0,121,121,0,0,0,1,1,146,121,135,256
121,135,166,135,0,0,0,0,121,121,0,0,0,1,1,166,121,135,256
125,2,217,24,0,0,0,0,125,0,0,0,0,1,1,217,625,32,657
125,2,219,24,0,0,0,0,125,0,0,0,0,1,1,219,625,32,657
125,3,152,84,0,0,0,0,125,0,0,0,0,1,1,152,125,84,209
125,3,222,9,0,0,0,0,125,0,0,0,0,1,1,222,250,9,259
125,4,220,32,0,0,0,0,150,0,0,0,0,1,1,220,375,32,407
125,9,152,99,0,0,0,0,125,0,0,0,0,1,1,152,125,99,224
125,17,174,136,0,0,0,0,125,0,0,0,0,1,1,174,125,136,261
125,49,202,147,0,0,0,0,125,0,0,0,0,1,1,202,125,147,272
125,49,214,196,0,0,0,0,125,0,0,0,0,1,1,214,125,196,321
125,64,147,64,0,0,0,0,125,0,0,0,0,1,1,147,125,64,189
125,64,159,64,0,0,0,0,125,0,0,0,0,1,1,159,125,64,189
128,5,117,25,0,0,0,0,64,0,0,0,0,1,1,117,128,25,153
128,13,207,169,0,0,0,0,64,0,0,0,0,1,1,207,128,169,297
128,19,145,133,0,0,0,0,128,0,0,0,0,1,1,145,128,133,261
128,23,195,115,0,0,0,0,128,0,0,0,0,1,1,195,128,115,243
128,49,163,147,0,0,0,0,128,0,0,0,0,1,1,163,128,147,275
128,115,151,115,0,0,0,0,128,128,0,0,0,1,1,151,128,115,243
131,9,210,81,0,0,0,0,131,0,0,0,0,1,1,210,262,81,343
135,2,187,154,154,0,0,0,135,0,0,0,0,1,1,187,135,154,289
135,2,207,24,32,0,0,0,81,0,0,0,0,1,1,207,405,32,437
135,121,146,121,121,0,0,0,135,0,0,0,0,1,1,146,135,121,256
135,121,166,121,121,0,0,0,135,0,0,0,0,1,1,166,135,121,256
144,5,115,25,25,0,0,0,72,0,0,0,0,1,1,115,144,25,169
145,9,202,144,144,0,0,0,145,0,0,0,0,1,1,202,145,144,289
147,2,207,44,88,0,0,0,147,0,0,0,0,1,1,207,441,88,529
147,4,198,128,128,0,0,0,42,0,0,0,0,1,1,198,147,128,275
147,16,198,128,128,0,0,0,84,0,0,0,0,1,1,198,147,128,275
147,64,198,128,128,0,0,0,126,0,0,0,0,1,1,198,147,128,275
154,3,207,207,207,207,0,0,77,0,0,0,0,1,1,207,154,207,361
156,11,187,187,187,187,0,0,156,0,0,0,0,1,1,187,156,187,343
159,5,182,25,25,0,0,0,159,0,0,0,0,1,1,182,318,25,343
160,3,89,9,9,0,0,0,80,0,0,0,0,1,1,89,160,9,169
160,3,117,9,9,0,0,0,80,0,0,0,0,1,1,117,160,9,169
162,5,119,25,25,0,0,0,81,0,0,0,0,1,1,119,162,25,187
162,25,203,125,125,0,0,0,108,0,0,0,0,1,1,203,162,125,287
163,7,210,49,0,0,0,0,163,0,0,0,0,1,1,210,326,49,375
164,5,105,25,25,0,0,0,82,0,0,0,0,1,1,105,164,25,189
169,3,170,120,0,0,0,0,169,0,0,0,0,1,1,170,169,120,289
169,24,185,120,0,0,0,0,169,169,0,0,0,1,1,185,169,120,289
169,25,174,150,0,0,0,0,169,0,0,0,0,1,1,174,169,150,319
169,37,204,74,0,0,0,0,169,0,0,0,0,1,1,204,169,74,243
169,81,170,81,0,0,0,0,169,0,0,0,0,1,1,170,169,81,250
172,3,117,117,117,0,0,0,86,0,0,0,0,1,1,117,172,117,289
175,2,67,32,32,0,0,0,35,0,0,0,0,1,1,67,175,32,207
175,2,134,64,64,0,0,0,70,0,0,0,0,2,2,67,175,32,207
175,2,201,96,96,0,0,0,105,0,0,0,0,3,3,67,175,32,207
175,81,184,81,81,0,0,0,175,0,0,0,0,1,1,184,175,81,256
175,81,214,81,81,0,0,0,175,0,0,0,0,1,1,214,175,81,256
176,7,93,49,49,0,0,0,88,0,0,0,0,1,1,93,176,49,225
176,7,135,49,49,0,0,0,88,0,0,0,0,1,1,135,176,49,225
176,7,186,98,98,0,0,0,176,0,0,0,0,2,2,93,176,49,225
176,7,195,175,175,0,0,0,176,0,0,0,0,1,1,195,176,175,351
197,13,208,208,0,0,0,0,197,0,0,0,0,1,1,208,197,208,405
208,3,185,81,81,0,0,0,52,0,0,0,0,1,1,185,208,81,289
208,9,185,81,81,0,0,0,104,0,0,0,0,1,1,185,208,81,289
224,5,115,75,75,0,0,0,112,0,0,0,0,1,1,115,224,75,299
225,4,119,64,64,0,0,0,75,0,0,0,0,1,1,119,225,64,289
225,4,187,64,64,0,0,0,75,0,0,0,0,1,1,187,225,64,289
225,16,202,64,64,0,0,0,150,0,0,0,0,1,1,202,225,64,289
226,3,117,117,117,0,0,0,113,0,0,0,0,1,1,117,226,117,343
240,11,131,121,121,121,0,0,120,0,0,0,0,1,1,131,240,121,361
243,4,182,56,0,0,0,0,162,0,0,0,0,1,1,182,243,56,299
243,25,182,125,0,0,0,0,162,0,0,0,0,1,1,182,243,125,368
256,3,215,45,0,0,0,0,128,0,0,0,0,1,1,215,256,45,301
272,13,201,169,169,0,0,0,136,0,0,0,0,1,1,201,272,169,441
279,4,217,64,64,0,0,0,93,0,0,0,0,1,1,217,279,64,343
280,3,219,9,9,9,0,0,140,0,0,0,0,1,1,219,280,9,289
338,5,207,25,25,0,0,0,169,0,0,0,0,1,1,207,338,25,363
352,3,207,9,9,0,0,0,176,0,0,0,0,1,1,207,352,9,361
355,4,172,32,32,0,0,0,142,0,0,0,0,1,1,172,355,32,387
375,2,185,32,32,0,0,0,75,0,0,0,0,1,1,185,375,32,407
405,2,207,32,32,0,0,0,81,0,0,0,0,1,1,207,405,32,437
441,2,205,184,184,0,0,0,147,0,0,0,0,1,1,205,441,184,625
445,4,210,32,32,0,0,0,178,0,0,0,0,1,1,210,445,32,477
448,3,205,81,81,0,0,0,112,0,0,0,0,1,1,205,448,81,529
544,3,215,81,81,0,0,0,136,0,0,0,0,1,1,215,544,81,625
625,2,217,32,0,0,0,0,125,0,0,0,0,1,1,217,625,32,657
